title,abstract,database,database_id,doi
salicylate induced tinnitus behavioral measures and neural activity in auditory cortex of awake rats,"813. Hear Res. 2007 Apr;226(1-2):244-53. doi: 10.1016/j.heares.2006.06.013. Epub 2006 Aug 14.Salicylate induced tinnitus: behavioral measures and neural activity in auditory cortex of awake rats.Yang G(1), Lobarinas E, Zhang L, Turner J, Stolzberg D, Salvi R, Sun W.Author information:(1)Center for Hearing and Deafness, Department of Communicative Disorders and Sciences, University at Buffalo, Buffalo, NY 14214, USA.Neurophysiological studies of salicylate-induced tinnitus have generally been carried out under anesthesia, a condition that abolishes the perception of tinnitus and depresses neural activity. To overcome these limitations, measurement of salicylate induced tinnitus were obtained from rats using schedule induced polydipsia avoidance conditioning (SIPAC) and gap pre-pulse inhibition of acoustic startle (GPIAS). Both behavioral measures indicated that tinnitus was present after treatment with 150 and 250 mg/kg of salicylate; measurements with GPIAS indicated that the pitch of the tinnitus was near 16 kHz. Chronically implanted microwire electrode arrays were used to monitor the local field potentials and spontaneous discharge rate from multiunit clusters in the auditory cortex of awake rats before and after treatment with 150 mg/kg of salicylate. The amplitude of the local field potential elicited with 60 dB SPL tone bursts increased significantly 2h after salicylate treatment particularly at 16-20 kHz; frequencies associated with the tinnitus pitch. Field potential amplitudes had largely recovered 1-2 days post-salicylate when behavioral results showed that tinnitus was absent. The mean spontaneous spike recorded from the same multiunit cluster pre- and post-salicylate decreased from 22 spikes/s before treatment to 14 spikes/s 2h post-salicylate and recovered 1 day post-treatment. These preliminary physiology data suggest that salicylate induced tinnitus is associated with sound evoked hyperactivity in auditory cortex and spontaneous hypoactivity.DOI: 10.1016/j.heares.2006.06.013",pubmed,16904853,10.1016/j.heares.2006.06.013
developmental changes of the mitochondria in the murine anteroventral cochlear nucleus,"838. iScience. 2023 Dec 8;27(1):108700. doi: 10.1016/j.isci.2023.108700. eCollection 2024 Jan 19.Developmental changes of the mitochondria in the murine anteroventral cochlear nucleus.Hintze A(1), Lange F(2)(3), Steyer AM(4)(5), Anstatt J(2)(3), Möbius W(4)(5), Jakobs S(2)(3)(4)(6), Wichmann C(1)(4).Author information:(1)Molecular Architecture of Synapses Group, Institute for Auditory Neuroscience, InnerEarLab and Center for Biostructural Imaging of Neurodegeneration, University Medical Center Göttingen, 37075 Göttingen, Germany.(2)Department of NanoBiophotonics, Max Planck Institute for Multidisciplinary Sciences, 37077 Göttingen, Germany.(3)Clinic of Neurology, University Medical Center Göttingen, 37075 Göttingen, Germany.(4)Multiscale Bioimaging Cluster of Excellence (MBExC), University of Göttingen, 37075 Göttingen, Germany.(5)Electron Microscopy-City Campus, Department of Neurogenetics, Max Planck Institute for Multidisciplinary Sciences, 37075 Göttingen, Germany.(6)Translational Neuroinflammation and Automated Microscopy, Fraunhofer Institute for Translational Medicine and Pharmacology ITMP, Göttingen, Germany.Mitochondria are key organelles to provide ATP for synaptic transmission. This study aims to unravel the structural adaptation of mitochondria to an increase in presynaptic energy demand and upon the functional impairment of the auditory system. We use the anteroventral cochlear nucleus (AVCN) of wild-type and congenital deaf mice before and after hearing onset as a model system for presynaptic states of lower and higher energy demands. We combine focused ion beam scanning electron microscopy and electron tomography to investigate mitochondrial morphology. We found a larger volume of synaptic boutons and mitochondria after hearing onset with a higher crista membrane density. In deaf animals lacking otoferlin, we observed a shallow increase of mitochondrial volumes toward adulthood in endbulbs, while in wild-type animals mitochondria further enlarged. We propose that in the AVCN, presynaptic mitochondria undergo major structural changes likely to serve higher energy demands upon the onset of hearing and further maturation.© 2023 The Author(s).DOI: 10.1016/j.isci.2023.108700PMCID: PMC10783593",pubmed,38213623,10.1016/j.isci.2023.108700
behavioral training enhances cortical temporal processing in neonatally deafened juvenile cats references,"Deaf humans implanted with a cochlear prosthesis depend largely on temporal cues for speech recognition because spectral information processing is severely impaired. Training with a cochlear prosthesis is typically required before speech perception shows improvement, suggesting that relevant experience modifies temporal processing in the central auditory system. We tested this hypothesis in neonatally deafened cats by comparing temporal processing in the primary auditory cortex (AI) of cats that received only chronic passive intracochlear electric stimulation (ICES) with cats that were also trained with ICES to detect temporally challenging trains of electric pulses. After months of chronic passive stimulation and several weeks of detection training in behaviorally trained cats, multineuronal AI responses evoked by temporally modulated ICES were recorded in anesthetized animals. The stimulus repetition rates that produced the maximum number of phase-locked spikes (best repetition rate) and 50% cutoff rate were significantly higher in behaviorally trained cats than the corresponding rates in cats that received only chronic passive ICES. Behavioral training restored neuronal temporal following ability to levels comparable with those recorded in naive prior normal-hearing adult deafened animals. Importantly, best repetitition rates and cutoff rates were highest for neuronal clusters activated by the electrode configuration used in behavioral training. These results suggest that neuroplasticity in the AI is induced by behavioral training and perceptual learning in animals deprived of ordinary auditory experience during development and indicate that behavioral training can ameliorate or restore temporal processing in the AI of profoundly deaf animals. (PsycInfo Database Record (c) 2022 APA, all rights reserved)",psychinfo,,https://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=psyc10&DO=10.1152%2fjn.00731.2010
a novel biased probability neural network bpnn and regularized extreme learning machine relm based hearing loss prediction system,,base,f37acfe6f1ed1ac0b0a60ac4c59589a9468a38f22fb9aa36684d2ba016ac4ed2,
quantifying hearing difficulty associated with covid19 infection control measures,,cinahl,3038106,
auditory rehabilitation after temporal bone fracture with cochlear implants  a case control study,"508. Cochlear Implants Int. 2023 Jul;24(4):195-204. doi: 10.1080/14670100.2022.2148351. Epub 2023 Jan 8.Auditory rehabilitation after temporal bone fracture with cochlear implants - a case control study.Heine K(1), Timm ME(1)(2), Gärtner L(1), Lenarz T(1), Lesinski-Schiedat A(1).Author information:(1)Department of Otolaryngology, Hannover Medical School, Hannover, Germany.(2)Cluster of Excellence, Hearing4all, Hannover Medical School, Hannover, Germany.OBJECTIVES: Temporal bone fracture can cause posttraumatic deafness. Sequelae like ossification or obliteration of the cochlea can impact the outcome of cochlear implantation. This study highlights the effect of localisation of the fracture to morphologic, electric and functional criteria.METHODS: The study group consists of patients suffering from hearing loss caused by temporal bone fracture (n = 61 ears). Patients were divided into otic capsule sparing (OCS) and otic capsule involving (OCI) fractures. The OCI group was additionally divided into subgroups with or without signs of ossification inside the cochlea. Postoperative imaging, hearing tests and electrode impedances were analysed.RESULTS: The results of postoperative hearing rehabilitation showed lower speech understanding scores for the OCI group, especially for the ossification group. OCI fractures with signs of ossification showed increased impedances. Patients in the OCI group suffered more frequently from facial nerve stimulation (FNS). FNS was most frequently observed within the ossification group.CONCLUSION: Cochlear implantation in patients with temporal bone fracture is adequate therapy for the treatment of fracture-induced deafness. In long-term observation, these patients show comparable results with regular cochlear implant (CI) patients. Implantation should be performed as soon as possible after hearing loss, before obstructing obliteration or ossification of the cochlea start.DOI: 10.1080/14670100.2022.2148351",pubmed,36617461,10.1080/14670100.2022.2148351
product showcase,,cinahl,10745734,
loss of myh14 increases susceptibility to noiseinduced hearing loss in cbacaj mice,"MYH14 is a member of the myosin family, which has been implicated in many motile processes such as ion-channel gating, organelle translocation, and the cytoskeleton rearrangement. Mutations in MYH14 lead to a DFNA4-type hearing impairment. Further evidence also shows that MYH14 is a candidate noise-induced hearing loss (NIHL) susceptible gene. However, the specific roles of MYH14 in auditory function and NIHL are not fully understood. In the present study, we used CRISPR/Cas9 technology to establish a Myh14 knockout mice line in CBA/CaJ background (now referred to as Myh14-/- mice) and clarify the role of MYH14 in the cochlea and NIHL. We found that Myh14-/- mice did not exhibit significant hearing loss until five months of age. In addition, Myh14-/- mice were more vulnerable to high intensity noise compared to control mice. More significant outer hair cell loss was observed in Myh14-/- mice than in wild type controls after acoustic trauma. Our findings suggest that Myh14 may play a beneficial role in the protection of the cochlea after acoustic overstimulation in CBA/CaJ mice. © 2016 Xiaolong Fu et al.",scopus,2-s2.0-85008877292,10.1155/2016/6720420
an overview of auditory and vestibular disorders in alzheimers disease a narrative review,,cinahl,23456167,
adding simultaneous stimulating channels to reduce power consumption in cochlear implants,"450. Hear Res. 2017 Mar;345:96-107. doi: 10.1016/j.heares.2017.01.010. Epub 2017 Jan 16.Adding simultaneous stimulating channels to reduce power consumption in cochlear implants.Langner F(1), Saoji AA(2), Büchner A(3), Nogueira W(3).Author information:(1)Department of Otolaryngology, Medical University Hannover and Cluster of Excellence Hearing4all, Hanover, Germany. Electronic address: langner.florian@mh-hannover.de.(2)Advanced Bionics LLC, Valencia, CA, USA.(3)Department of Otolaryngology, Medical University Hannover and Cluster of Excellence Hearing4all, Hanover, Germany.Sound coding strategies for Cochlear Implant (CI) listeners can be used to control the trade-off between speech performance and power consumption. Most commercial CI strategies use non-simultaneous channel stimulation, stimulating only one electrode at a time. One could add parallel simultaneous stimulating channels such that the electrical interaction between channels is increased. This would produce spectral smearing, because the electrical fields of the simultaneous stimulated channels interact, but also power savings. The parallel channels produce a louder sensation than sequential stimulation. To test this hypothesis we implemented different sound coding strategies using a research interface from Advanced Bionics: the commercial F120 strategy using sequential channel stimulation (one channel equals two electrodes with current steering) and the Paired strategy, consisting of simultaneous stimulation with two channels. Here, the electrical field of both channels will interact, requiring less current on each channel to perceive the same loudness as with F120. However, channel interaction between the independent channels may reduce speech recognition or understanding. This can be diminished by adding an inverse-polarity stimulation channel between both channels. This strategy is termed Paired with Flanks. Additionally, Triplet with three channels and an adjacent Flank style was investigated. For each strategy we measured speech intelligibility with the Hochmair-Schulz-Moser sentence test. Spectral resolution was assessed using a spectral modulation depth detection task. Results show that Paired without Flanks obtains similar performance while reducing the current by 20% on average compared to F120. Triplet with and without Flanks shows overall poorer performance when compared to F120. All strategies inhibit the option to increase the pulse width which would result in even further decreased power consumption.Copyright © 2017 Elsevier B.V. All rights reserved.DOI: 10.1016/j.heares.2017.01.010",pubmed,28104408,10.1016/j.heares.2017.01.010
