PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"29339512","Neural preservation underlies speech improvement from auditory deprivation in young cochlear implant recipients","Feng G, Ingvalson EM, Grieco-Calub TM, Roberts MY, Ryan ME, Birmingham P, Burrowes D, Young NM, Wong PCM.","Proc Natl Acad Sci U S A. 2018 Jan 30;115(5):E1022-E1031. doi: 10.1073/pnas.1717603115. Epub 2018 Jan 16.","Feng G","Proc Natl Acad Sci U S A","2018","2018/01/18","PMC5798370","","10.1073/pnas.1717603115"
"36512479","Vehicle noise: comparison of loudness ratings in the field and the laboratory","Llorach G, Oetting D, Vormann M, Meis M, Hohmann V.","Int J Audiol. 2024 Feb;63(2):117-126. doi: 10.1080/14992027.2022.2147867. Epub 2022 Dec 13.","Llorach G","Int J Audiol","2024","2022/12/13","","","10.1080/14992027.2022.2147867"
"27030760","Auditory Brainstem Response Latency in Noise as a Marker of Cochlear Synaptopathy","Mehraei G, Hickox AE, Bharadwaj HM, Goldberg H, Verhulst S, Liberman MC, Shinn-Cunningham BG.","J Neurosci. 2016 Mar 30;36(13):3755-64. doi: 10.1523/JNEUROSCI.4460-15.2016.","Mehraei G","J Neurosci","2016","2016/04/01","PMC4812134","","10.1523/JNEUROSCI.4460-15.2016"
"26418731","Hearing threshold distribution and effect of screening in a population-based German sample","von Gablenz P, Holube I.","Int J Audiol. 2016;55(2):110-25. doi: 10.3109/14992027.2015.1084054. Epub 2015 Sep 29.","von Gablenz P","Int J Audiol","2016","2015/09/30","","","10.3109/14992027.2015.1084054"
"26055845","Asymmetric Hearing During Development: The Aural Preference Syndrome and Treatment Options","Gordon K, Henkin Y, Kral A.","Pediatrics. 2015 Jul;136(1):141-53. doi: 10.1542/peds.2014-3520. Epub 2015 Jun 8.","Gordon K","Pediatrics","2015","2015/06/10","","","10.1542/peds.2014-3520"
"34182072","Congenital sensorineural deafness in Australian Cattle dogs in the UK: Prevalence and association with phenotype","Marsh O, Freeman J, Pollard D, De Risio L.","Vet J. 2021 Aug;274:105711. doi: 10.1016/j.tvjl.2021.105711. Epub 2021 Jun 25.","Marsh O","Vet J","2021","2021/06/28","","","10.1016/j.tvjl.2021.105711"
"28286233","Speech intelligibility and subjective benefit in single-sided deaf adults after cochlear implantation","Finke M, Strauß-Schier A, Kludt E, Büchner A, Illg A.","Hear Res. 2017 May;348:112-119. doi: 10.1016/j.heares.2017.03.002. Epub 2017 Mar 10.","Finke M","Hear Res","2017","2017/03/14","","","10.1016/j.heares.2017.03.002"
"36125070","Analytical methods for correlated data arising from multicenter hearing studies","Sheng Y, Yang C, Curhan S, Curhan G, Wang M.","Stat Med. 2022 Nov 20;41(26):5335-5348. doi: 10.1002/sim.9572. Epub 2022 Sep 20.","Sheng Y","Stat Med","2022","2022/09/20","PMC9588694","NIHMS1834186","10.1002/sim.9572"
"31790801","Altered verbal fluency processes in older adults with age-related hearing loss","Loughrey DG, Pakhomov SVS, Lawlor BA.","Exp Gerontol. 2020 Feb;130:110794. doi: 10.1016/j.exger.2019.110794. Epub 2019 Nov 30.","Loughrey DG","Exp Gerontol","2020","2019/12/03","","","10.1016/j.exger.2019.110794"
"28829840","Tone perception in Mandarin-speaking school age children with otitis media with effusion","Cai T, McPherson B, Li C, Yang F.","PLoS One. 2017 Aug 22;12(8):e0183394. doi: 10.1371/journal.pone.0183394. eCollection 2017.","Cai T","PLoS One","2017","2017/08/23","PMC5568745","","10.1371/journal.pone.0183394"
"37418229","A Comparative Study Using Vestibular Mapping in Sudden Sensorineural Hearing Loss With and Without Vertigo","Hong JP, Lee JY, Kim MB.","Otolaryngol Head Neck Surg. 2023 Dec;169(6):1573-1581. doi: 10.1002/ohn.422. Epub 2023 Jul 7.","Hong JP","Otolaryngol Head Neck Surg","2023","2023/07/07","","","10.1002/ohn.422"
"33181864","HCN channels in the mammalian cochlea: Expression pattern, subcellular location, and age-dependent changes","Luque M, Schrott-Fischer A, Dudas J, Pechriggl E, Brenner E, Rask-Andersen H, Liu W, Glueckert R.","J Neurosci Res. 2021 Feb;99(2):699-728. doi: 10.1002/jnr.24754. Epub 2020 Nov 12.","Luque M","J Neurosci Res","2021","2020/11/12","PMC7839784","","10.1002/jnr.24754"
"32828921","Brain-informed speech separation (BISS) for enhancement of target speaker in multitalker speech perception","Ceolini E, Hjortkjær J, Wong DDE, O'Sullivan J, Raghavan VS, Herrero J, Mehta AD, Liu SC, Mesgarani N.","Neuroimage. 2020 Dec;223:117282. doi: 10.1016/j.neuroimage.2020.117282. Epub 2020 Aug 20.","Ceolini E","Neuroimage","2020","2020/08/24","PMC8056438","NIHMS1680828","10.1016/j.neuroimage.2020.117282"
"28971005","Auditory cross-modal reorganization in cochlear implant users indicates audio-visual integration","Stropahl M, Debener S.","Neuroimage Clin. 2017 Sep 4;16:514-523. doi: 10.1016/j.nicl.2017.09.001. eCollection 2017.","Stropahl M","Neuroimage Clin","2017","2017/10/04","PMC5609862","","10.1016/j.nicl.2017.09.001"
"35766647","Predicting and classifying hearing loss in sailors working on speed vessels using neural networks: a field study","Esmaeili R, Zare S, Ghasemian F, Pourtaghi F, Saeidnia H, Pourtaghi G.","Med Lav. 2022 Jun 28;113(3):e2022023. doi: 10.23749/mdl.v113i3.12734.","Esmaeili R","Med Lav","2022","2022/06/29","PMC9437656","","10.23749/mdl.v113i3.12734"
"37043021","Audiological outcomes of robot-assisted cochlear implant surgery","Heuninck E, Van de Heyning P, Van Rompaey V, Mertens G, Topsakal V.","Eur Arch Otorhinolaryngol. 2023 Oct;280(10):4433-4444. doi: 10.1007/s00405-023-07961-7. Epub 2023 Apr 12.","Heuninck E","Eur Arch Otorhinolaryngol","2023","2023/04/12","","","10.1007/s00405-023-07961-7"
"30862414","The aging cochlea: Towards unraveling the functional contributions of strial dysfunction and synaptopathy","Heeringa AN, Köppl C.","Hear Res. 2019 May;376:111-124. doi: 10.1016/j.heares.2019.02.015. Epub 2019 Mar 2.","Heeringa AN","Hear Res","2019","2019/03/14","","","10.1016/j.heares.2019.02.015"
"27232077","The Physiological Basis and Clinical Use of the Binaural Interaction Component of the Auditory Brainstem Response","Laumen G, Ferber AT, Klump GM, Tollin DJ.","Ear Hear. 2016 Sep-Oct;37(5):e276-e290. doi: 10.1097/AUD.0000000000000301.","Laumen G","Ear Hear","2016","2016/05/28","PMC4996694","NIHMS762251","10.1097/AUD.0000000000000301"
"34962428","Spatial speech-in-noise performance in simulated single-sided deaf and bimodal cochlear implant users in comparison with real patients","Jürgens T, Wesarg T, Oetting D, Jung L, Williges B.","Int J Audiol. 2023 Jan;62(1):30-43. doi: 10.1080/14992027.2021.2015633. Epub 2021 Dec 28.","Jürgens T","Int J Audiol","2023","2021/12/28","","","10.1080/14992027.2021.2015633"
"38547565","Noise-induced synaptic loss and its post-exposure recovery in CBA/CaJ vs. C57BL/6J mice","Wu PZ, Liberman LD, Liberman MC.","Hear Res. 2024 Apr;445:108996. doi: 10.1016/j.heares.2024.108996. Epub 2024 Mar 23.","Wu PZ","Hear Res","2024","2024/03/28","PMC11024800","NIHMS1984416","10.1016/j.heares.2024.108996"
"33825590","Audiometric profiles and patterns of benefit: a data-driven analysis of subjective hearing difficulties and handicaps","Sanchez-Lopez R, Dau T, Whitmer WM.","Int J Audiol. 2022 Apr;61(4):301-310. doi: 10.1080/14992027.2021.1905890. Epub 2021 Apr 7.","Sanchez-Lopez R","Int J Audiol","2022","2021/04/07","","","10.1080/14992027.2021.1905890"
"32924797","Individual Aided Speech-Recognition Performance and Predictions of Benefit for Listeners With Impaired Hearing Employing FADE","Schädler MR, Hülsmeier D, Warzybok A, Kollmeier B.","Trends Hear. 2020 Jan-Dec;24:2331216520938929. doi: 10.1177/2331216520938929.","Schädler MR","Trends Hear","2020","2020/09/14","PMC7493243","","10.1177/2331216520938929"
"33526004","Towards Personalized Auditory Models: Predicting Individual Sensorineural Hearing-Loss Profiles From Recorded Human Auditory Physiology","Keshishzadeh S, Garrett M, Verhulst S.","Trends Hear. 2021 Jan-Dec;25:2331216520988406. doi: 10.1177/2331216520988406.","Keshishzadeh S","Trends Hear","2021","2021/02/02","PMC7871356","","10.1177/2331216520988406"
"27718350","Smartphone-Based System for Learning and Inferring Hearing Aid Settings","Aldaz G, Puria S, Leifer LJ.","J Am Acad Audiol. 2016 Oct;27(9):732-749. doi: 10.3766/jaaa.15099.","Aldaz G","J Am Acad Audiol","2016","2016/10/09","PMC5266590","NIHMS842433","10.3766/jaaa.15099"
"29360687","Deep Learning-Based Noise Reduction Approach to Improve Speech Intelligibility for Cochlear Implant Recipients","Lai YH, Tsao Y, Lu X, Chen F, Su YT, Chen KC, Chen YH, Chen LC, Po-Hung Li L, Lee CH.","Ear Hear. 2018 Jul/Aug;39(4):795-809. doi: 10.1097/AUD.0000000000000537.","Lai YH","Ear Hear","2018","2018/01/24","","","10.1097/AUD.0000000000000537"
"34304942","Clustering upper airway physicals, otitis media with effusion and auditory functions in children","Aslıer M, Aslıer NGY, Ercan İ, Keskin S.","Auris Nasus Larynx. 2022 Apr;49(2):195-201. doi: 10.1016/j.anl.2021.07.001. Epub 2021 Jul 23.","Aslıer M","Auris Nasus Larynx","2022","2021/07/26","","","10.1016/j.anl.2021.07.001"
"26915156","Cortical Evoked Potentials and Hearing Aids in Individuals with Auditory Dys-Synchrony","Yuvaraj P, Mannarukrishnaiah J.","J Int Adv Otol. 2015 Dec;11(3):236-42. doi: 10.5152/iao.2015.1162.","Yuvaraj P","J Int Adv Otol","2015","2016/02/26","","","10.5152/iao.2015.1162"
"28102004","Prevalence and causes of hearing impairment in Fundong Health District, North-West Cameroon","Ferrite S, Mactaggart I, Kuper H, Oye J, Polack S.","Trop Med Int Health. 2017 Apr;22(4):485-492. doi: 10.1111/tmi.12840. Epub 2017 Feb 7.","Ferrite S","Trop Med Int Health","2017","2017/01/20","","","10.1111/tmi.12840"
"29655940","Audio-visual speech processing in age-related hearing loss: Stronger integration and increased frontal lobe recruitment","Rosemann S, Thiel CM.","Neuroimage. 2018 Jul 15;175:425-437. doi: 10.1016/j.neuroimage.2018.04.023. Epub 2018 Apr 12.","Rosemann S","Neuroimage","2018","2018/04/16","","","10.1016/j.neuroimage.2018.04.023"
"26471199","Suprathreshold auditory processing deficits in noise: Effects of hearing loss and age","Kortlang S, Mauermann M, Ewert SD.","Hear Res. 2016 Jan;331:27-40. doi: 10.1016/j.heares.2015.10.004. Epub 2015 Oct 22.","Kortlang S","Hear Res","2016","2015/10/17","","","10.1016/j.heares.2015.10.004"
"32180476","Field test of the Rapid Assessment of Hearing Loss survey protocol in Ntcheu district, Malawi","Bright T, Mulwafu W, Phiri M, Jiang F, Swanepoel W, Kuper H, Mactaggart I, Yip JLY, Polack S.","Int J Audiol. 2020 Aug;59(8):574-582. doi: 10.1080/14992027.2020.1739764. Epub 2020 Mar 17.","Bright T","Int J Audiol","2020","2020/03/18","","","10.1080/14992027.2020.1739764"
"28931742","Barn owls have ageless ears","Krumm B, Klump G, Köppl C, Langemann U.","Proc Biol Sci. 2017 Sep 27;284(1863):20171584. doi: 10.1098/rspb.2017.1584.","Krumm B","Proc Biol Sci","2017","2017/09/22","PMC5627212","","10.1098/rspb.2017.1584"
"34343849","A deep learning approach to quantify auditory hair cells","Cortada M, Sauteur L, Lanz M, Levano S, Bodmer D.","Hear Res. 2021 Sep 15;409:108317. doi: 10.1016/j.heares.2021.108317. Epub 2021 Jul 22.","Cortada M","Hear Res","2021","2021/08/03","","","10.1016/j.heares.2021.108317"
"30978494","Hearing-impaired listeners show increased audiovisual benefit when listening to speech in noise","Puschmann S, Daeglau M, Stropahl M, Mirkovic B, Rosemann S, Thiel CM, Debener S.","Neuroimage. 2019 Aug 1;196:261-268. doi: 10.1016/j.neuroimage.2019.04.017. Epub 2019 Apr 9.","Puschmann S","Neuroimage","2019","2019/04/13","","","10.1016/j.neuroimage.2019.04.017"
"34759049","Treatment of Age-Related Hearing Loss Alters Audiovisual Integration and Resting-State Functional Connectivity: A Randomized Controlled Pilot Trial","Rosemann S, Gieseler A, Tahden M, Colonius H, Thiel CM.","eNeuro. 2021 Dec 8;8(6):ENEURO.0258-21.2021. doi: 10.1523/ENEURO.0258-21.2021. Print 2021 Nov-Dec.","Rosemann S","eNeuro","2021","2021/11/11","PMC8658542","","10.1523/ENEURO.0258-21.2021"
"32320639","Prevalence of Pre-Existing Hearing Loss Among Patients With Drug-Resistant Tuberculosis in South Africa","Hong H, Dowdy DW, Dooley KE, Francis HW, Budhathoki C, Han HR, Farley JE.","Am J Audiol. 2020 Jun 8;29(2):199-205. doi: 10.1044/2020_AJA-19-00103. Epub 2020 Apr 22.","Hong H","Am J Audiol","2020","2020/04/23","PMC7839025","","10.1044/2020_AJA-19-00103"
"27604781","Investigating Differences in Preferred Noise Reduction Strength Among Hearing Aid Users","Neher T, Wagener KC.","Trends Hear. 2016 Sep 7;20:2331216516655794. doi: 10.1177/2331216516655794.","Neher T","Trends Hear","2016","2016/09/09","PMC5017568","","10.1177/2331216516655794"
"36015791","Personalization of Hearing Aid Fitting Based on Adaptive Dynamic Range Optimization","Ni A, Akbarzadeh S, Lobarinas E, Kehtarnavaz N.","Sensors (Basel). 2022 Aug 12;22(16):6033. doi: 10.3390/s22166033.","Ni A","Sensors (Basel)","2022","2022/08/26","PMC9414822","","10.3390/s22166033"
"31346715","Age-related hearing loss increases full-brain connectivity while reversing directed signaling within the dorsal-ventral pathway for speech","Bidelman GM, Mahmud MS, Yeasin M, Shen D, Arnott SR, Alain C.","Brain Struct Funct. 2019 Nov;224(8):2661-2676. doi: 10.1007/s00429-019-01922-9. Epub 2019 Jul 25.","Bidelman GM","Brain Struct Funct","2019","2019/07/27","PMC6778722","NIHMS1048769","10.1007/s00429-019-01922-9"
"34353346","Auditory cortex hypoperfusion: a metabolic hallmark in Beta Thalassemia","Manara R, Ponticorvo S, Perrotta S, Barillari MR, Costa G, Brotto D, Di Concilio R, Ciancio A, De Michele E, Carafa PA, Canna A, Russo AG, Troisi D, Caiazza M, Ammendola F, Roberti D, Santoro C, Picariello S, Valentino MS, Inserra E, Carfora R, Cirillo M, Raimo S, Santangelo G, di Salle F, Esposito F, Tartaglione I.","Orphanet J Rare Dis. 2021 Aug 5;16(1):349. doi: 10.1186/s13023-021-01969-0.","Manara R","Orphanet J Rare Dis","2021","2021/08/06","PMC8340544","","10.1186/s13023-021-01969-0"
"26936556","Spectral contrast enhancement improves speech intelligibility in noise for cochlear implants","Nogueira W, Rode T, Büchner A.","J Acoust Soc Am. 2016 Feb;139(2):728-39. doi: 10.1121/1.4939896.","Nogueira W","J Acoust Soc Am","2016","2016/03/04","","","10.1121/1.4939896"
"34331723","Investigating tinnitus subgroups based on hearing-related difficulties","Beukes EW, Baguley DM, Manchaiah V, Andersson G, Allen PM, Kaldo V, Jacquemin L, Lourenco MPCG, Onozuka J, Stockdale D, Maidment DW.","Int J Clin Pract. 2021 Oct;75(10):e14684. doi: 10.1111/ijcp.14684. Epub 2021 Aug 6.","Beukes EW","Int J Clin Pract","2021","2021/07/31","","","10.1111/ijcp.14684"
"34972151","Predicting speech discrimination scores from pure-tone thresholds-A machine learning-based approach using data from 12,697 subjects","Kim H, Park J, Choung YH, Jang JH, Ko J.","PLoS One. 2021 Dec 31;16(12):e0261433. doi: 10.1371/journal.pone.0261433. eCollection 2021.","Kim H","PLoS One","2021","2021/12/31","PMC8719684","","10.1371/journal.pone.0261433"
"37638929","Exploring Practical Metrics to Support Automatic Speech Recognition Evaluations","Draffan EA, Wald M, Ding C, Li Y.","Stud Health Technol Inform. 2023 Aug 23;306:305-310. doi: 10.3233/SHTI230636.","Draffan EA","Stud Health Technol Inform","2023","2023/08/28","","","10.3233/SHTI230636"
"27520957","The Genetic Architecture of Noise-Induced Hearing Loss: Evidence for a Gene-by-Environment Interaction","Lavinsky J, Ge M, Crow AL, Pan C, Wang J, Salehi P, Myint A, Eskin E, Allayee H, Lusis AJ, Friedman RA.","G3 (Bethesda). 2016 Oct 13;6(10):3219-3228. doi: 10.1534/g3.116.032516.","Lavinsky J","G3 (Bethesda)","2016","2016/08/14","PMC5068943","","10.1534/g3.116.032516"
"34182232","Speech signal enhancement in cocktail party scenarios by deep learning based virtual sensing of head-mounted microphones","Fischer T, Caversaccio M, Wimmer W.","Hear Res. 2021 Sep 1;408:108294. doi: 10.1016/j.heares.2021.108294. Epub 2021 Jun 17.","Fischer T","Hear Res","2021","2021/06/28","","","10.1016/j.heares.2021.108294"
"33046800","Reduced resting state functional connectivity with increasing age-related hearing loss and McGurk susceptibility","Schulte A, Thiel CM, Gieseler A, Tahden M, Colonius H, Rosemann S.","Sci Rep. 2020 Oct 12;10(1):16987. doi: 10.1038/s41598-020-74012-0.","Schulte A","Sci Rep","2020","2020/10/13","PMC7550565","","10.1038/s41598-020-74012-0"
"30180690","Physiologically motivated individual loudness model for normal hearing and hearing impaired listeners","Pieper I, Mauermann M, Oetting D, Kollmeier B, Ewert SD.","J Acoust Soc Am. 2018 Aug;144(2):917. doi: 10.1121/1.5050518.","Pieper I","J Acoust Soc Am","2018","2018/09/06","","","10.1121/1.5050518"
"33272109","Speech Audiometry at Home: Automated Listening Tests via Smart Speakers With Normal-Hearing and Hearing-Impaired Listeners","Ooster J, Krueger M, Bach JH, Wagener KC, Kollmeier B, Meyer BT.","Trends Hear. 2020 Jan-Dec;24:2331216520970011. doi: 10.1177/2331216520970011.","Ooster J","Trends Hear","2020","2020/12/04","PMC7720343","","10.1177/2331216520970011"
"28372043","Auditory inspired machine learning techniques can improve speech intelligibility and quality for hearing-impaired listeners","Monaghan JJ, Goehring T, Yang X, Bolner F, Wang S, Wright MC, Bleeck S.","J Acoust Soc Am. 2017 Mar;141(3):1985. doi: 10.1121/1.4977197.","Monaghan JJ","J Acoust Soc Am","2017","2017/04/05","","","10.1121/1.4977197"
"26731156","Longitudinal Predictors of Aided Speech Audibility in Infants and Children","McCreery RW, Walker EA, Spratford M, Bentler R, Holte L, Roush P, Oleson J, Van Buren J, Moeller MP.","Ear Hear. 2015 Nov-Dec;36 Suppl 1(0 1):24S-37S. doi: 10.1097/AUD.0000000000000211.","McCreery RW","Ear Hear","2015","2016/01/06","PMC4704126","NIHMS709597","10.1097/AUD.0000000000000211"
"23740184","Classifying human audiometric phenotypes of age-related hearing loss from animal models","Dubno JR, Eckert MA, Lee FS, Matthews LJ, Schmiedt RA.","J Assoc Res Otolaryngol. 2013 Oct;14(5):687-701. doi: 10.1007/s10162-013-0396-x. Epub 2013 Jun 6.","Dubno JR","J Assoc Res Otolaryngol","2013","2013/06/07","PMC3767874","","10.1007/s10162-013-0396-x"
"26701290","Noise trauma induced plastic changes in brain regions outside the classical auditory pathway","Chen GD, Sheppard A, Salvi R.","Neuroscience. 2016 Feb 19;315:228-45. doi: 10.1016/j.neuroscience.2015.12.005. Epub 2015 Dec 14.","Chen GD","Neuroscience","2016","2015/12/25","PMC5327920","NIHMS745111","10.1016/j.neuroscience.2015.12.005"
"38488465","Soft classification and regression analysis of audiometric phenotypes of age-related hearing loss","Yang C, Langworthy B, Curhan S, Vaden KI Jr, Curhan G, Dubno JR, Wang M.","Biometrics. 2024 Jan 29;80(1):ujae013. doi: 10.1093/biomtc/ujae013.","Yang C","Biometrics","2024","2024/03/15","PMC10941322","","10.1093/biomtc/ujae013"
