author,title,abstract,date,search_term
https://github.com/yjgavin,AudiologyNLP,"Junior Design project for the Centers for Disease Control and Prevention

Release Notes v0.1

New Features Upload PNG files to be analyzed and have key audiology features extracted. Scanned results from uploaded PNG files can be edited and saved. Final extracted features exported as csv format.

Bug Fixes None. Initial release.

Known Bugs and Defects Required conversion from PDF to PNG prior to scanning. Need better models for extracting medical history, test results and diagnosis. Proper database implementation required. Registration for new patient required. Requires very clear medical record for an input. Stored extracted features need to be accessible and displayable within the application.

Install Guide Audiology NLP v0.1

PRE-REQUISITES: You must have JDK 10 installed and configured for our java application.See: https://www.oracle.com/technetwork/java/javase/downloads/jdk10-downloads-4416644.html for details.

DEPENDENCIES: Download and install Tesseract. See: https://github.com/tesseract-ocr/tesseract/wiki Download and install IntelliJ IDEA on your system. See: https://www.jetbrains.com/idea/

DOWNLOAD: Download Audiology NLP project from our github link: https://github.com/yjgavin/AudiologyNLP

BUILD: Copy the AudiologyNLP directory (downloaded in previous step) to any location you desire, start IntelliJ and choose import project option. Select AudiologyNLP and keep clicking next till the project is created in IntelliJ IDEA. Once you are in IntelliJ with the project created, click Build -> Make Project from the main menu.

RUNNING APPLICATION: When running this project for the first time in IntelliJ, find App.java under src/main/java.com, right click App and select Run ‘App.main()’. If you’ve run the project in the past, simply click Run from the main menu to restart the application.",2019,audiology
https://github.com/bsashank7,Audiology,"The data set is taken from UCI machine laerning repository

The task is to predict the class of disease a patient is suffering from based on his medical history

Preprocessing has been done like missing value treatment and scaling of data to fit in the model

Various classification models like KNN, SVC, Decision tree, Random forest etc is used and the best model is chosen at last

Accuracy achieved is 96%",2021,audiology
https://github.com/imlihao,audiology_ml,audiology use machine learning,2016,audiology
https://github.com/VeteransHealthAdministrationNorCal,NCHCS_Audiology,"This application outputs the performance of NCHCS Audiology for all sites: Mather, McClellan, Chico, Redding, and Martinez. It looks at the available clinic slots, slots actually booked, and the visits that actually happened. It also tracks cancellations and no-shows by patients. For a given date range, it reports the above weekely numbers for each day. Finally, it plots a histogram of the actual visits, total slots available, and cancellation by clinic. It outputs the Median and interquartile range for actual visits, potential visits and slots used.",2018,audiology
https://github.com/niteshrawal12,audiology,None,2021,audiology
https://github.com/hdmthao,audiology,None,2020,audiology
https://github.com/sravannk21,Sravana-Audiology,None,2023,audiology
https://github.com/chiragmbinfoways,bharti-audiology,"<p align=""center""><a href=""https://laravel.com"" target=""_blank""><img src=""https://raw.githubusercontent.com/laravel/art/master/logo-lockup/5%20SVG/2%20CMYK/1%20Full%20Color/laravel-logolockup-cmyk-red.svg"" width=""400""></a></p>

<p align=""center"">
<a href=""https://travis-ci.org/laravel/framework""><img src=""https://travis-ci.org/laravel/framework.svg"" alt=""Build Status""></a>
<a href=""https://packagist.org/packages/laravel/framework""><img src=""https://img.shields.io/packagist/dt/laravel/framework"" alt=""Total Downloads""></a>
<a href=""https://packagist.org/packages/laravel/framework""><img src=""https://img.shields.io/packagist/v/laravel/framework"" alt=""Latest Stable Version""></a>
<a href=""https://packagist.org/packages/laravel/framework""><img src=""https://img.shields.io/packagist/l/laravel/framework"" alt=""License""></a>
</p>

## About Laravel

Laravel is a web application framework with expressive, elegant syntax. We believe development must be an enjoyable and creative experience to be truly fulfilling. Laravel takes the pain out of development by easing common tasks used in many web projects, such as:

- [Simple, fast routing engine](https://laravel.com/docs/routing).
- [Powerful dependency injection container](https://laravel.com/docs/container).
- Multiple back-ends for [session](https://laravel.com/docs/session) and [cache](https://laravel.com/docs/cache) storage.
- Expressive, intuitive [database ORM](https://laravel.com/docs/eloquent).
- Database agnostic [schema migrations](https://laravel.com/docs/migrations).
- [Robust background job processing](https://laravel.com/docs/queues).
- [Real-time event broadcasting](https://laravel.com/docs/broadcasting).

Laravel is accessible, powerful, and provides tools required for large, robust applications.

## Learning Laravel

Laravel has the most extensive and thorough [documentation](https://laravel.com/docs) and video tutorial library of all modern web application frameworks, making it a breeze to get started with the framework.

If you don't feel like reading, [Laracasts](https://laracasts.com) can help. Laracasts contains over 1500 video tutorials on a range of topics including Laravel, modern PHP, unit testing, and JavaScript. Boost your skills by digging into our comprehensive video library.

## Laravel Sponsors

We would like to extend our thanks to the following sponsors for funding Laravel development. If you are interested in becoming a sponsor, please visit the Laravel [Patreon page](https://patreon.com/taylorotwell).

### Premium Partners

- **[Vehikl](https://vehikl.com/)**
- **[Tighten Co.](https://tighten.co)**
- **[Kirschbaum Development Group](https://kirschbaumdevelopment.com)**
- **[64 Robots](https://64robots.com)**
- **[Cubet Techno Labs](https://cubettech.com)**
- **[Cyber-Duck](https://cyber-duck.co.uk)**
- **[Many](https://www.many.co.uk)**
- **[Webdock, Fast VPS Hosting](https://www.webdock.io/en)**
- **[DevSquad](https://devsquad.com)**
- **[Curotec](https://www.curotec.com/services/technologies/laravel/)**
- **[OP.GG](https://op.gg)**
- **[WebReinvent](https://webreinvent.com/?utm_source=laravel&utm_medium=github&utm_campaign=patreon-sponsors)**
- **[Lendio](https://lendio.com)**

## Contributing

Thank you for considering contributing to the Laravel framework! The contribution guide can be found in the [Laravel documentation](https://laravel.com/docs/contributions).

## Code of Conduct

In order to ensure that the Laravel community is welcoming to all, please review and abide by the [Code of Conduct](https://laravel.com/docs/contributions#code-of-conduct).

## Security Vulnerabilities

If you discover a security vulnerability within Laravel, please send an e-mail to Taylor Otwell via [taylor@laravel.com](mailto:taylor@laravel.com). All security vulnerabilities will be promptly addressed.

## License

The Laravel framework is open-sourced software licensed under the [MIT license](https://opensource.org/licenses/MIT).",2022,audiology
https://github.com/rubansundararaj,ml_audiology,None,2019,audiology
https://github.com/FlintShadey,VamAudiology,None,2023,audiology
https://github.com/jnguy11,audiology-remake,"<br>
<h1 align=""center"">A u d i o l o g y</h1>
<h2 align=""center"">COMP 2523 - Object Oriented Programming</h2>
<h3 align=""center"">FINAL PROJECT : Apple Music Clone</h3>

<p align=""center"">
<img src=""image_assets/audiologyLogoClear.png"">
</p>

<h2 align=""center"">N.W.A</h2>
<h2 align=""center"">Nerds With Attitdude</h2>
<h4 align=""center"">By: John Nguy | Emmy Wong | Jeffrey Lau</h4>
<br><br>


## Instructions

#### Virtual Environment:

> source venv/bin/activate

#### Install:

> pip3 install -r requirements.txt

#### Setting Up AWS S3:

Audio files in this app are stored in AWS S3. You will need to create and setup an AWS account.

1. Setup an AWS S3 account if you haven't already done so. 

> https://aws.amazon.com/s3/

2. Create a bucket along with the following directory:

> your_bucket_name/uploads

3. run the following command in your terminal:

> aws configure

4. Enter the values below for the following prompts:

> AWS Access Key ID: YOUR_ACCESS_KEY
> AWS Secret Access Key: YOUR_SECRET_KEY
> Default region name: us-west-1
> Default output format: json

5. Go to your S3 console https://s3.console.aws.amazon.com/

6. Click on your bucket --> Permissions --> Bucket Policy

7. Enter the following code to make your bucket public to access uploaded audio files:

***Note:*** Replace `bucketname` with your bucket name.

```
{
    ""Version"": ""2012-10-17"",
    ""Statement"": [
        {
            ""Sid"": ""PublicRead"",
            ""Effect"": ""Allow"",
            ""Principal"": ""*"",
            ""Action"": ""s3:GetObject"",
            ""Resource"": ""arn:aws:s3:::bucketname/*""
        }
    ]
}
```

8. Hit save.


#### Run:

> python3 run.py

<br>

## License & Copyright

Copyright (c) 2020, John Nguy, Emmy Wong, Jeffrey Lau

Licensed under the [MIT License](license.md).",2020,audiology
https://github.com/tghimanshu,Ascending-audiology,None,2022,audiology
https://github.com/AnishSgt,audiologydesign.com,None,2021,audiology
https://github.com/rhinowalrus,scout-audiology,None,2019,audiology
https://github.com/dkdhananjay,TestAudiology,for practise,2023,audiology
https://github.com/agautherin,oo-audiology,None,2020,audiology
https://github.com/dhananjayFlixir,AutomationAudiology,None,2022,audiology
https://github.com/rookwood,audiology.js,"A few audiology-related graph/chart generators. For now, there's just an audiogram, but I have at least a few more planned at the request of a colleague.",2019,audiology
https://github.com/Nick-Kh,audiology-ecommerece,None,2021,audiology
https://github.com/Youngin9210,kmy-audiology,None,2021,audiology
https://github.com/gayatribd,Audiology-Data-Mining,"Binary data analysis of Audiology for hearing loss and hearing aid based on the responses. Finding the pattern with the help of different clustering method for future status diagnosis of the patient. R-studio, IBM SPSS.",2018,audiology
https://github.com/eliotbo,sequoia_audiology_tool,None,2023,audiology
https://github.com/uop-libraries,Audiology-Version-2,"# Audiology-Version-2

### Project Overview
The Audiology Interactive Learning Application is a cutting-edge digital project aimed at enhancing the learning experience for audiology students, professionals, and individuals interested in the field. This project focuses on developing an immersive, user-friendly, and engaging platform that covers various aspects of audiology, including hearing assessment, hearing aid and more.
https://miro.com/app/board/uXjVOxO0kDs=/

### Purpose
The Audiology Interactive Learning Platform aims to revolutionize audiology education and training, providing an innovative solution for learners at all stages of their professional journey. With its combination of immersive learning experiences, personalized pathways, and collaborative features, this platform will be a valuable resource for the audiology community.
 
 ## Deliverables
 
1. 360-degree videos: High-quality, immersive videos recorded for various audiology interactions, providing a realistic and engaging learning experience for users.

2. Interaction Scenarios: A variety of interactive scenarios developed to cover key audiology concepts, techniques, and procedures, tailored to both VR and desktop platforms.

3. VR Application: A fully-functional, user-friendly application designed for virtual reality headsets, including Google Cardboard, enabling users to engage with the audiology content in a fully immersive environment.

4. Desktop Application: A complementary desktop version of the audiology application, designed for users who prefer a traditional computer-based learning experience or lack access to VR hardware.

5. Application Packaging: The VR and desktop applications packaged and optimized for easy distribution, installation, and usage on the target platforms.

6. User Documentation: Comprehensive guides, manuals, and tutorials to help users effectively navigate and utilize both the VR and desktop applications.

7. Training Materials: A set of training resources for instructors and administrators to effectively integrate the applications into their curriculum and support student learning.

 ## Helpful Links
 1. https://miro.com/app/board/uXjVOxO0kDs=/
 
 2. https://trello.com/b/1BZIAeBl/audiology",2023,audiology
https://github.com/raviyadav75,Audiology_assignment_Siemens,"""# Audiology_assignment_Siemens""",2021,audiology
https://github.com/atkmh,aStellarAudiology,None,2019,audiology
https://github.com/Zikovich,Audiology-Taster,"I make use of being in Cairo to speak with an audiologist and discuss what I learned in the UCL extend course, so after long time of searching, I successfully visited Cairo University Medical school and It was very informative visit that consolidate many concepts.",2022,audiology
https://github.com/MalcolmSlaney,StanfordAudiology,A place to exchange code and data for Stanford Audiology Experiments,2024,audiology
https://github.com/audiologyplus71,Audiology-Plus-Coming-Soon,None,2018,audiology
https://github.com/obelis,audiology-theme-7_0,None,2015,audiology
https://github.com/kokamoto46,Predicting the necessity for enteral nutrition in acute stroke patients,"We created a model to predict changes in the necessity of enteral nutrition for patients with acute stroke. We used this source code to determine the best performing machine learning algorithm.

File Description
necessity_of_enteral_nutrition.py: Predictive model for the necessity of enteral nutrition in patients with acute stroke.
severity.py: A model for predicting the severity of dysphagia in patients with acute stroke.
app.py, logostiv_regression_best_model.pkl, scaler.pkl: Files requisite for the GUI of the predictive model. The web app is published on Streamlit Cloud; if you have trouble with the web app, please contact the author.",2024,audiology
https://github.com/kurtmahaffey,Learn_Audiology,Initial files for DECO3801 project.,2018,audiology
https://github.com/LeonardoJSantos,Gaudio,Program for Speech-Language Pathology and Audiology professionals,2024,audiology
https://github.com/gallunf,VA_Audiology_CDs,"Three CDs made available for public and private use through the Dept. of Veterans Affairs

CD 1: Speech Recognition and Identification Materials. CNC, NU6, SPRINT, Spanish word rec, enviornmental noise, speech in reverberation, PBK, WIPI (no score sheets or description booklet available)

CD 2: Tonal and Speech Materials for Auditory Perceptual Assessment, Disc 2.0. Contains dichotic digits (1-digit, 2-digit and 3-digit lists, separated and interleaved), dichotic nonsense CVs, time-aligned and staggered, dichotic CVs with consonant and vowel on separate tracks, high-pass and low-pass filtered NU-6 words, frequency pattern test, duration pattern test, time-compressed speech, speech MLD. Descriptive booklet with scripts and materials as well as score sheets are available and included in this repository.

CD 4: Reissue of Speech Recognition and Identification Materials,, including spondaic words (CID W-1), Maryland CNC, CID W-22, Harvard PB-50, Picture Identification Task, NU-6, WIN, Spanish picture identification, MLD. Descriptive booklet with scripts and materials as well as score sheets are available and included in this repository.",2023,audiology
https://github.com/Mrpankaj666,https-github.com-Mrpankaj666-Audiology,None,2021,audiology
https://github.com/ARDCPurdue,ARDC_Analysis,Scripts for analyzing raw data collected in the Audiology Research Diagnostics Core.,2024,audiology
https://github.com/pooja2893,Global-Audiology-Devices-Market-Trends-Size-Forecast---2019-2025-,None,2020,audiology
https://github.com/livelongoutfoot0uzwu341,Test Bank for Introduction to Audiology Today James W. Hall digital download immediately after payment is complete.,"Instant download **Test Bank for Introduction to Audiology Today James W. Hall** by click link bellow:  
[https://testbankbell.com/product/test-bank-for-introduction-to-audiology-today-james-w-hall/](https://testbankbell.com/product/test-bank-for-introduction-to-audiology-today-james-w-hall/)  
Test Bank for Introduction to Audiology Today James W. Hall digital download immediately after payment is complete.
===================================================================================================================


![](https://testbankbell.com/wp-content/uploads/2023/05/0205569234.jpg)
**Product details:**
* ISBN-10 ‏ : ‎ 9780205569236
* * ISBN-13 ‏ : ‎ 978-0205569236
  * * Author: James W. Hall III
   
  * An up-to-date introduction to the profession of audiology, Introduction to Audiology Today is written to stimulate the student’s interest and excitement in audiology or speech-language pathology as a career choice. Chapters on hearing science covering essential information about sound and auditory anatomy/physiology include helpful figures and readable explanations of recent research findings. Current behavioral and objective procedures and strategies for hearing assessment of children and adults are described and consistently related to clinical audiology practice. Two chapters are devoted to a readable and up-to-date review of the diverse etiologies underlying peripheral and central auditory dysfunction, including auditory neuropathy spectrum disorder and auditory processing disorders. The text is enhanced with an assortment of high quality digital photographs illustrating the tools and technologies used by audiologists in clinical practice.
 
  * **Table contents:**
  * **Part 1. Profession and Principles of Audiology**
  * 1. Audiology Yesterday, Today, and Tomorrow
    2. 2. Sound, Acoustics, and Psychoacoustics
       3. 3. Anatomy and Physiology of the Auditory and Vestibular Systems
         
    3. **Part 2. Audiology Procedures and Protocols**
    4. 4. Preparing for Hearing Assessment
       5. 5. Pure Tone Audiometry
          6. 6. Speech Audiometry
             7. 7. Masking and Audiogram Interpretation
                8. 8. Electro-Acoustic Measures
                   9. 9. Special Speech Audiometry Tests and Auditory Evoked Responses
                      10. 10. Differential Diagnosis of Auditory and Vestibular Disorders
                         
                          11. **Part 3. Patient Populations**
                          12. 11. Outer, Middle, and Inner Ear Disorders
                              12. 12. We Hearing With Our Brain. Retrocochlear and Central Nervous System Dysfunction and Disorders
                                 
                                  13. **Part 4. Audiologic Management Technology and Techniques**
                                  14. 13. Audiologic Habilitation/Rehabilitation. Technology
                                      14. 14. Audiologic Habilitation/Rehabilitation. Techniques
                                          15. 15. Pseudohypacusis, Tinnitus, and Hyperacusis
                                              16. 16. Management Strategies in Specific Patient Populations
                                                 
                                                  17. **People also search:**
                                                  18. introduction to audiology today pdf
                                                 
                                                  19. introduction to audiology syllabus
                                                 
                                                  20. introduction of hearing impairment
                                                 
                                                  21. introduction to audiology
                                                 
                                                  22. audiology introduction
                                                  23.  Get more solution manual or test bank at: [https://testbankbell.com](https://testbankbell.com)",2023,audiology
https://github.com/glsaacke,321-MCA.team.project,MIS 321 team project developing a website for Music City Audiology,2024,audiology
https://github.com/soltys,Open Rem,"# Open Rem

OpenRem is making new approach to Real Ear Measurements, offering affordable and adequate user experience.


## Software architecture

![open_rem_architecture](Docs/OpenRem_architecture.png)

## Hardware architecture

![hardware_architecture](Docs/hardware_architecture.png)",2019,audiology
https://github.com/shangeeran,Audio-Vizzion,None,2020,audiology
https://github.com/LucyRothwell,Hear-Me-Out-app,"# ""Hear Me Out"" - A mobile app with website content management system (CMS)

Click here to view a [poster of the app](https://github.com/LucyRothwell/Hear-Me-Out-app/raw/master/Hear_Me_Out_Poster.pptx)

Click here to see the app [featured in the British Medical Journal](https://adc.bmj.com/content/105/Suppl_2/A10.3)

**Overview**

A mobile app (built using angular in Ionic) to help child audiology patients transition into the adult healthcare system. Includes website CMS for content upload. 

App Functionality

* Log appointments and symptoms
* Find all NHS services across the UK (using NHS API)
* Find NHS audio services
* Take and upload photos (for example of medical reports and other useful information)
* Write notes (for example in appointments)
* Search for audiology terms in glossary
* Read news articles related to audiology
* Pop up help icons on each page

Website Functionality

A website content management system (CMS) was also created to allow clinicians to add articles to the ""News"" section of the app. Functionality:
* Clinicians can write, edit and submit articles for publishing to the app
* Admin can approve or reject articles submitted
* Admin can add, delete or deactivate users

*NOTE: Code cannot be shared but a concise graphic overview of the final product can be seen in the ""Hear_Me_Out_Poster"" file. Click [here](https://github.com/LucyRothwell/Hear-Me-Out-app/raw/master/Hear_Me_Out_Poster.pptx) to open.*",2021,audiology
https://github.com/Chamikacp,PHP-GUI-for-a-firm-that-has-a-large-retail-chain-that-offers-optical-and-audiology-services,Php code for a GUI based on a MySQL database.,2020,audiology
https://github.com/keithatan,SLAC,"# Purdue EPICS WISE SLAC

### How to install and run a local server
1. Install php and MySQL on your system
2. Create a database named `slac`
3. Copy `config.example.php` to `config.php` and enter in your MySQL info (created when you installed MySQL)
4. Run `php -S localhost:8000` in the project directory
5. Visit the site at http://localhost:8000/

### Libraries and versions
* Bootstrap - 3.3.7
* jQuery - 1.x
* jQuery UI - 1.11.4",2017,audiology
https://github.com/hgroenenboom,Golden Hearing Experimental Hearing Test,"This project features a mockup for a hearing test specifically designed to assess users' temporal hearing loss. Developed in collaboration with LUMC's Golden Hearing initiative, the test explores the potential value of everyday and musical sounds compared to more traditional 'laboratory-like' sounds for hearing assessments.

Known Issues:

Audiofiles won't load on iPhone
Created by Harold Groenenboom & Nick Verbeek",2023,audiology
https://github.com/Crisly,VCCA workshop 2020,"# VCCA workshop 2020
Raw materials for a workshop on infrastructure and open science at the **Virtual Conference on Computational Audiology (VCCA)**, june 19th, 2020.

link: https://docs.google.com/presentation/d/1XPwInjOAWw-UeVytrjGQKowuIcrCw57FGZc4vrlU33w/edit?usp=sharing

The talk refers to a number of pages and publications with a short description here:

# https://www.practicereproducibleresearch.org/
A consise piece of work on reproducible science. I've taken the liberty to ask participants what the greates hurdle for open science is, based on the 'pain points' descibed in chapter 5 (https://www.practicereproducibleresearch.org/core-chapters/5-lessons.html)

# How long does it take to reproduce a figure from a paper three years back:
As it turns out, it is approximately 280 hours. If you are an expert or the author. Otherwise it is not reproducible

source: Garijo, Daniel, Sarah Kinnings, Li Xie, Lei Xie, Yinliang Zhang, Philip E. Bourne, and Yolanda Gil. “Quantifying Reproducibility in Computational Biology: The Case of the Tuberculosis Drugome.” PloS One 8, no. 11 (2013): e80278. https://doi.org/10.1371/journal.pone.0080278.

# Repeatability of published microarray gene expression analyses.
If you'd repeat some of the highest impact papers, how many of the are reproducible?
Two analyses could be reproduced in principle and six partially or with some discrepancies; ten could not
be reproduced. The main reason for failure to reproduce was data unavailability, and discrepancies were related to incomplete data annotation or specification of data processing and analysis in the original papers.

Source: Ioannidis, John P. A., David B. Allison, Catherine A. Ball, Issa Coulibaly, Xiangqin Cui, Aedín C. Culhane, Mario Falchi, et al. “Repeatability of Published Microarray Gene Expression Analyses.” Nature Genetics 41, no. 2 (February 2009): 149–55. https://doi.org/10.1038/ng.295.

",2020,audiology
https://github.com/2e-garcia,AJA-Labor,"Garcia Morales, E. E., Lin, H., Suen, J. J., Varadaraj, V., Lin, F. R., & Reed, N. S. (2022). Labor Force Participation and Hearing Loss Among Adults in the United States: Evidence From the National Health and Nutrition Examination Survey. American Journal of Audiology, 1-9.",2022,audiology
https://github.com/sarahsalman,HearingTest,None,2020,audiology
https://github.com/Heatlhcare24,https-www.prothomalo.com-,None,2020,audiology
